AGE,GENDER,CAREER,ACAD_LEVEL,ACAD_LOAD,HOURS_ENROLLED,ACAD_ORG,TRANSACTION_AMOUNT,TANSACTION_COUNT
21,Female,Undergraduate,Senior,Enrolled Full-Time,18,College of Business Administration,23.73,71
22,Male,Undergraduate,Senior,Enrolled Half-Time,6,SUNY at Buffalo,12.06,67
21,Female,Undergraduate,Junior,Enrolled Full-Time,16,College of Education,1367.68,104
21,Unknown,Undergraduate,Senior,Enrolled Full-Time,17,SUNY at Buffalo,309.16,151
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,224.86,99
25,Male,Undergraduate,Senior,Three Quarter Time,11,SUNY at Buffalo,0.77,2
22,Male,Undergraduate,Junior,Enrolled Full-Time,12,University College,319.9,50
22,Male,Undergraduate,Senior,Enrolled Full-Time,14,College of Business Administration,9.72,56
20,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Education,158.77,74
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Business Administration,21.37,93
23,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,1.97,13
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,24.59,28
23,Male,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Brockport,1.16,7
21,Female,Undergraduate,Freshman,Enrolled Half-Time,7,University College,6.97,12
22,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,SUNY at Buffalo,22.4,52
21,Male,Undergraduate,Senior,Less than Half-Time,3,College of Engineering,186.38,20
22,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Health Professions,62.43,151
21,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,14.67,38
24,Female,Undergraduate,Junior,Enrolled Full-Time,15,Syracuse University,26.63,50
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,90.4,191
22,Male,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,29.48,88
18,Male,Undergraduate,Freshman,Enrolled Full-Time,16,University College,1322.35,126
21,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Health Professions,560.86,90
21,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Education,6.6,25
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,2381.67,205
22,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Business Administration,2826.73,53
21,Male,Undergraduate,Senior,Enrolled Full-Time,18,SUNY at Buffalo,2.61,19
25,Male,Undergraduate,Senior,Enrolled Half-Time,6,College of Education,2.39,9
29,Male,Undergraduate,Junior,Three Quarter Time,9,Syracuse University,0.49,4
22,Male,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Brockport,1284.53,55
19,Female,Undergraduate,Sophomore,Enrolled Half-Time,8,SUNY at Brockport,1388.79,330
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,SUNY at Buffalo,618.34,160
20,Female,Undergraduate,Junior,Enrolled Full-Time,14,College of Health Professions,45.72,126
21,Female,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Buffalo,6.5,38
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,8.65,45
20,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,4,SUNY at Buffalo,5.34,19
20,Female,Undergraduate,Junior,Enrolled Full-Time,17,College of Business Administration,1689.07,389
20,Female,Undergraduate,Junior,Enrolled Full-Time,17,College of Education,1064.23,157
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,Syracuse University,4.86,42
19,Male,Undergraduate,Freshman,Enrolled Full-Time,18,College of Engineering,592.57,212
23,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Education,125.67,28
19,Female,Undergraduate,Sophomore,Less than Half-Time,3,SUNY at Brockport,890.86,137
20,Female,Undergraduate,Junior,Enrolled Full-Time,15,College of Health Professions,1434.12,170
19,Male,Undergraduate,Freshman,Enrolled Full-Time,14,University College,303.03,83
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Buffalo,939.93,124
27,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Nursing,1.54,16
29,Female,Undergraduate,Senior,Three Quarter Time,10,SUNY at Buffalo,1.4,2
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,3.95,7
46,Female,Graduate,Graduate,Enrolled Full-Time,14,SUNY at Binghamton,80.93,74
18,Male,Undergraduate,Sophomore,Enrolled Full-Time,17,Syracuse University,3.66,15
18,Female,Undergraduate,Sophomore,Three Quarter Time,10,Syracuse University,93.32,82
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,732.62,161
19,Male,Undergraduate,Freshman,Three Quarter Time,11,University College,0.14,11
22,Female,Undergraduate,Senior,Enrolled Half-Time,8,College of Health Professions,1005.22,183
18,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,Syracuse University,4.62,33
20,Female,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Buffalo,1744.64,206
22,Male,Law,Law Day - Year 1,Enrolled Full-Time,16,School of Law,14.49,93
17,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,Syracuse University,0,11
18,Male,Undergraduate,Junior,Less than Half-Time,3,Syracuse University,0.35,8
18,Male,Undergraduate,Junior,Three Quarter Time,10,SUNY at Brockport,7.31,58
18,Female,Undergraduate,Junior,Enrolled Full-Time,13,University College,3.73,23
19,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Engineering,64.13,194
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,0,1
19,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,SUNY at Buffalo,9.84,30
18,Female,Undergraduate,Junior,Enrolled Half-Time,7,College of Health Professions,7.94,17
20,Male,Undergraduate,Senior,Enrolled Full-Time,20,College of Engineering,2474.77,246
22,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,7.1,19
21,Female,Undergraduate,Freshman,Enrolled Full-Time,12,University College,1.35,3
22,Male,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Brockport,7.93,19
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Education,5.58,20
22,Male,Undergraduate,Senior,Enrolled Full-Time,16,Syracuse University,1.4,9
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,College of Business Administration,13.47,33
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,118.49,21
20,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,SUNY at Buffalo,7.23,27
29,Male,Law,Law Evening - Year 4,Enrolled Half-Time,6,School of Law,53.48,17
28,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,College of Education,1.75,6
20,Male,Undergraduate,Junior,Enrolled Full-Time,19,SUNY at Buffalo,884.36,230
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,University College,1.75,4
21,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,20,SUNY at Buffalo,1209.94,398
22,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,6.58,24
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,Syracuse University,2765.52,206
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,University College,5.36,24
18,Female,Undergraduate,Freshman,Enrolled Half-Time,8,University College,0.21,1
25,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,5,Syracuse University,3.71,6
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Brockport,1.8,10
22,Female,Undergraduate,Junior,Enrolled Full-Time,18,SUNY at Brockport,7.53,44
22,Female,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Buffalo,11.28,21
22,Female,Undergraduate,Senior,Enrolled Full-Time,18,College of Health Professions,27.37,73
22,Female,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,35.58,86
22,Male,Undergraduate,Senior,Enrolled Half-Time,7,SUNY at Buffalo,37.62,80
21,Female,Undergraduate,Senior,Enrolled Full-Time,15,College of Health Professions,10.65,35
21,Female,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,22.54,21
21,Male,Undergraduate,Sophomore,Three Quarter Time,9,SUNY at Brockport,1391.85,105
21,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,SUNY at Buffalo,1.29,12
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Education,11.38,42
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Education,49.76,33
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,Creative & Professional Arts,160.13,14
21,Female,Undergraduate,Sophomore,Less than Half-Time,4,University College,0,9
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,College of Health Professions,1114.7,143
21,Female,Undergraduate,Senior,No Unit Load,0,College of Engineering,1.19,6
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,University College,0.7,15
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,6.37,47
20,Female,Undergraduate,Junior,Enrolled Full-Time,17,College of Health Professions,1402,178
21,Female,Undergraduate,Junior,Enrolled Half-Time,7,SUNY at Brockport,6.86,31
22,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,SUNY at Buffalo,5.81,40
22,Male,Undergraduate,Sophomore,Three Quarter Time,9,SUNY at Brockport,8.33,21
22,Male,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Brockport,162.18,164
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Health Professions,43.11,53
21,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,4,College of Business Administration,8.02,42
20,Male,Undergraduate,Senior,Less than Half-Time,4,SUNY at Buffalo,287.29,27
22,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,College of Engineering,118.08,108
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,Syracuse University,7.71,32
21,Male,Undergraduate,Senior,No Unit Load,0,College of Engineering,2519.83,443
24,Male,Undergraduate,Junior,Enrolled Full-Time,19,College of Engineering,25.25,66
22,Female,Undergraduate,Junior,Enrolled Full-Time,20,SUNY at Buffalo,232.16,92
21,Female,Undergraduate,Senior,Enrolled Full-Time,15,College of Health Professions,1246.36,162
29,Female,Undergraduate,Junior,Enrolled Full-Time,13,Health Sciences & Human Services,0.07,1
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Education,142.55,107
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,0.56,5
29,Female,Graduate,Graduate,Less than Half-Time,3,College of Business Administration,5.28,19
21,Female,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Buffalo,6917.26,501
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,13,University College,51.3,53
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,76.75,48
21,Male,Undergraduate,Junior,Enrolled Full-Time,15,College of Business Administration,153.9,23
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,2509.45,253
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,17,SUNY at Buffalo,6238.01,265
22,Male,Undergraduate,Senior,No Unit Load,0,College of Engineering,0.2,2
32,Male,Undergraduate,Senior,Enrolled Half-Time,6,SUNY at Buffalo,17.55,134
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Education,169.98,44
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Brockport,1.23,8
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,Syracuse University,22.92,72
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,13,Syracuse University,3.96,27
21,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,6.07,37
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Education,0,6
22,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,College of Business Administration,1382.22,124
21,Male,Undergraduate,Senior,Less than Half-Time,3,College of Engineering,107.02,104
22,Female,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,5.53,43
22,Male,Undergraduate,Junior,Enrolled Full-Time,13,Syracuse University,1352.3,195
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,0.35,5
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,University College,0.49,3
29,Male,Undergraduate,Sophomore,Enrolled Half-Time,6,SUNY at Brockport,9.49,25
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Education,2745.24,503
21,Female,Undergraduate,Senior,Enrolled Full-Time,18,SUNY at Brockport,245.74,32
21,Female,Undergraduate,Senior,Enrolled Half-Time,8,SUNY at Buffalo,9.88,29
21,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Health Professions,9.89,33
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,Syracuse University,2594.58,416
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,1406.94,138
22,Female,Undergraduate,Senior,Enrolled Full-Time,14,College of Business Administration,8.91,61
21,Male,Undergraduate,Senior,Enrolled Full-Time,18,College of Business Administration,5.08,12
30,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Binghamton,0.91,7
21,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Education,284.51,73
33,Male,Undergraduate,5th Year Undergraduate,No Unit Load,0,College of Engineering,169.57,60
21,Male,Undergraduate,Freshman,Enrolled Full-Time,12,University College,443.19,77
29,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,SUNY at Brockport,17.8,81
32,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,Syracuse University,28.41,39
33,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,1.82,27
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,SUNY at Buffalo,2800.37,347
48,Female,Undergraduate,Senior,Enrolled Half-Time,6,Health Sciences & Human Services,5.6,5
21,Male,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Brockport,8.49,11
34,Female,Undergraduate,Junior,Three Quarter Time,10,Syracuse University,1.92,4
23,Male,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,2.97,25
23,Male,Undergraduate,Freshman,Enrolled Full-Time,13,University College,6.71,58
24,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Health Professions,9.78,56
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Buffalo,0.14,1
21,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,19.42,69
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,Syracuse University,2498.35,214
21,Female,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,132.39,53
23,Female,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,22.68,93
22,Female,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Buffalo,1350.93,212
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Brockport,1599.25,212
20,Male,Undergraduate,Freshman,Enrolled Full-Time,13,University College,711.22,50
23,Male,Undergraduate,Freshman,Less than Half-Time,4,University College,901.59,78
21,Female,Undergraduate,Junior,Enrolled Full-Time,16,SUNY at Brockport,4.04,18
21,Male,Undergraduate,Junior,Enrolled Full-Time,13,Syracuse University,4.65,26
21,Female,Undergraduate,Senior,Enrolled Full-Time,18,SUNY at Buffalo,354.83,36
22,Male,Undergraduate,Junior,Three Quarter Time,11,Syracuse University,0,1
20,Female,Undergraduate,Sophomore,Three Quarter Time,11,College of Health Professions,26.59,55
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,767.92,237
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Business Administration,43.09,149
23,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,SUNY at Buffalo,9.27,18
22,Male,Undergraduate,Senior,Enrolled Full-Time,17,Syracuse University,2709.54,551
28,Female,Undergraduate,Junior,Enrolled Full-Time,16,SUNY at Brockport,18.61,42
21,Male,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,0.21,1
20,Female,Undergraduate,Freshman,Enrolled Full-Time,12,University College,0.05,15
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,7,College of Engineering,1.05,6
21,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,1002.95,195
22,Male,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,7.03,46
22,Female,Undergraduate,Senior,Three Quarter Time,11,College of Health Professions,60.06,70
21,Female,Undergraduate,Senior,Enrolled Full-Time,17,College of Health Professions,33.94,47
22,Male,Undergraduate,Junior,Three Quarter Time,9,Syracuse University,19.4,46
27,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Engineering,61.22,43
22,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Business Administration,631.48,188
22,Male,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Brockport,30.33,58
24,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,17,Health Sciences & Human Services,10.01,36
30,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Business Administration,32.49,51
27,Female,Undergraduate,Freshman,Three Quarter Time,9,Syracuse University,2.24,12
22,Male,Undergraduate,Senior,Enrolled Full-Time,16,College of Education,103.5,104
27,Female,Graduate,Graduate,Less than Half-Time,3,College of Health Professions,1.98,3
23,Male,Undergraduate,Sophomore,Enrolled Half-Time,6,Syracuse University,127,90
